,amount0_mint,amount0_remove,amount1_mint,amount1_remove,amountUSD_mint,amountUSD_remove,amount0_collect,amount1_collect,amountUSD_collect,origin,tickLower,tickUpper,timestamp,block,gasPrice,timestamp_1,OPfirst,OPlast,tx_mint_id,tx_burn_id,fees0,fees1,feesUSD,liquidity_PnL,operation_PnL,feesUSD_ac,liquidity_PnL_ac,operation_PnL_ac,date,feesUSD_ac_pool,pool_name
0,-0.0,71856.26974730303,-7241.340101298001,7201.542950281391,-13101012.810255742,13100928.701024378,71892.21585523065,7201.542950281391,13100964.677406626,0x96f1f7312cf0aa58380a2955ec6eda7e2194361a,-75000,-74990,1624675112,12707050,0,2021-06-26 02:38:32,Mint,Burn,0x339370b468c92461ff5db484e2eadda205ce425dd9264739bded6b4257daae92,0x979917ebe34f4093712394da9b3a626c55ee7e2cd3ef1900c0005fb1107b7b59,35.946107927622506,0.0,35.97638224810362,-84.10923136398196,-48.132849115878344,35.97638224810362,-84.10923136398196,-48.132849115878344,2021-06-26,270823.35081510857,DAI-WETH-500
1,-0.0,73468.52262779536,-8224.535033400964,8185.205073594207,-15358771.613362081,15358852.261515157,73505.27526542808,8185.205073594207,15358889.043270854,0x3203828d472a6b86b2508ab8dba8a0174d5ac9e2,-75340,-75330,1624782508,12715050,0,2021-06-27 08:28:28,Mint,Burn,0xc2368b49e84ef64c9e8e4e0e999104ab50ac2c68c1a07ed9d09bb8b80de98d2b,0x13909874dbb586bc4b7f72440c626b71d3cc4662017681fb1564125368137569,36.75263763271505,0.0,36.781755696982145,80.64815307594836,117.4299087729305,72.75813794508576,-3.4610782880336046,69.29705965705216,2021-06-27,316909.4971939522,DAI-WETH-500
2,-0.0,56812.22500649208,-10334.005741696785,10305.676753028769,-20747187.124979224,20747168.294812758,56840.64532915666,10305.676753028769,20747196.737131044,0xf86d85e7e301781f2619950425d03fc320cd7f90,-76050,-76040,1624883556,12722542,0,2021-06-28 12:32:36,Mint,Burn,0x44dcbf25b4009b919c2123dbe0e7b94cef3c09bb687ca479292584fdb8a51e96,0x9eab5e95b2597e4c31fe2929df677c1602f0fca44a43d01b9f412fa8578f6d65,28.420322664576815,0.0,28.44231828674674,-18.830166466534138,9.612151820212603,101.2004562318325,-22.291244754567742,78.90921147726476,2021-06-28,340301.7989152878,DAI-WETH-500
3,-0.0,41477.438902670394,-10280.56725515009,10260.13152802943,-20881619.17245964,20881620.70896809,41498.18799666873,10260.13152802943,20881641.47437612,0xc3cd607949f95a90e26d36f856adb2029e42b373,-76170,-76160,1624890537,12723048,0,2021-06-28 14:28:57,Mint,Burn,0x3a851137b2cc78f07073633f94e24c5f17a0edc9656a6a74c860a6369bdee92d,0x8a6b6b69dec6c8471599b45b0e3e394c2a86c44bd207a4524195e0aae8286946,20.749093998332683,0.0,20.765408027917147,1.5365084521472454,22.301916480064392,121.96586425974965,-20.754736302420497,101.21112795732915,2021-06-28,340301.7989152878,DAI-WETH-500
4,-0.0,59571.21962462706,-13837.058196012154,13808.66046514634,-29030087.91074085,29030127.70226174,59601.02013469441,13808.66046514634,29030157.526227403,0x999632822d93d509d990f03c3981ee3758d77e5f,-76500,-76490,1624894851,12723362,0,2021-06-28 15:40:51,Mint,Burn,0x76fc8181e184729afada3be45fbf2b251b5d0ae6c3f2b585907011aae1574423,0x1de346c67af79fa163efa7f5c29cc21a75adf9d44df965f290045d413d37c6df,29.800510067347204,0.0,29.823965664952993,39.79152088984847,69.61548655480146,151.78982992470264,19.036784587427974,170.82661451213062,2021-06-28,340301.7989152878,DAI-WETH-500
5,-7300393.484776287,7399687.665706723,-1952.5074379473544,1905.7682352490685,-11465876.615370303,11465684.57489399,7399737.337633152,1905.7682352490685,11465734.28669364,0x366c444b5b93b7a1d988bab50020d4b26fb8b5ab,-76620,-76610,1624909566,12724458,0,2021-06-28 19:46:06,Mint,Burn,0xd8d6b5c5b1d325259ac025bee818426be684fef8e6f326dfebc474a3959e57b3,0x35c0c5e5e9cd2e1eed049cbd1afb6f6f40b386fc73ba4cf4b3ef0cbf54f8b6b5,49.67192642856389,0.0,49.71179964952171,-192.04047631286085,-142.32867666333914,201.50162957422435,-173.00369172543287,28.49793784879148,2021-06-28,340301.7989152878,DAI-WETH-500
6,-0.0,102597.56426458572,-9707.40707279874,9659.323034889076,-20735011.053738113,20734984.043003563,102648.88870894018,9659.323034889076,20735035.408907745,0x96f1f7312cf0aa58380a2955ec6eda7e2194361a,-76670,-76660,1624914067,12724820,0,2021-06-28 21:01:07,Mint,Burn,0x9c11f1a5944b1346e1acf6df674220de16eb90bf059e60e8c75c33e32ee8a870,0x82f8aa8a33a5d9e2f04a229a0f181d18d760208f7eb19c74762f03f3d5ee142c,51.32444435446814,0.0,51.36590418219566,-27.010734550654888,24.355169631540775,252.86753375642002,-200.01442627608776,52.853107480332255,2021-06-28,340301.7989152878,DAI-WETH-500
7,-0.0,55402.82829522495,-8303.417112262276,8277.399660565923,-17685400.46873193,17685433.639193438,55430.54356700845,8277.399660565923,17685461.37685805,0x96f1f7312cf0aa58380a2955ec6eda7e2194361a,-76650,-76640,1624914948,12724880,0,2021-06-28 21:15:48,Mint,Burn,0x2b3214bae28458efd5e795905338926b7da85f4307946f316c4d41f35e89f261,0x1e97e445c35187a849e92c080987ba6d023caed22c52900d4ec5842173499aba,27.715271783497883,0.0,27.737664610147476,33.170461509376764,60.90812611952424,280.6051983665675,-166.843964766711,113.7612335998565,2021-06-28,340301.7989152878,DAI-WETH-500
8,-0.0,46346.284486954384,-12325.181880123668,12303.439165352866,-26281233.14679935,26281255.47705026,46369.46922156517,12303.439165352866,26281278.68103132,0xb8eca696084e93395684de346da55852e96a8f9e,-76660,-76650,1624928485,12725924,0,2021-06-29 01:01:25,Mint,Burn,0xc36874c3fa5d71cfa75d8cdac217be8691eb6568cde0423efb078cd0d9da9592,0xec49bec28efc08bb704c6d796b5f0225d39d10b12c7e309c9c301cc0bd102905,23.18473461078247,0.0,23.203981060534716,22.330250911414623,45.53423197194934,303.8091794271022,-144.51371385529637,159.29546557180583,2021-06-29,387869.252625485,DAI-WETH-500
9,-0.0,71572.29531210118,-10949.763414025134,10915.780957248384,-23051505.005473286,23051596.62781268,71608.09936178208,10915.780957248384,23051632.461572595,0xb8eca696084e93395684de346da55852e96a8f9e,-76540,-76530,1624934644,12726375,0,2021-06-29 02:44:04,Mint,Burn,0xfa982b0967f27ecd602f4f4634c89106cffd39723ed1076817af905ab958faf5,0xa65c32a26abc9475743a101cf8ed6411397eed63bdf50704bc56eabceb12aaaf,35.80404968089715,0.0,35.83375991508365,91.62233939394355,127.4560993090272,339.64293934218585,-52.891374461352825,286.75156488083303,2021-06-29,387869.252625485,DAI-WETH-500
